datetime,portfolio_value,cash,return
2023-03-03 09:30:00-05:00,100000.0,100000.0,
2023-03-04 09:30:00-05:00,100000.0,60029.00085449219,0.0
2023-03-06 09:30:00-05:00,100729.00085449219,100729.00085449219,0.0072900085449219
2023-03-07 09:30:00-05:00,100729.00085449219,100729.00085449219,0.0
2023-03-08 09:30:00-05:00,100923.10046386719,160681.6026611328,0.0019269486218311815
2023-03-09 09:30:00-05:00,100720.60412597656,160681.6026611328,-0.0020064419043797077
