datetime,old_best_asset,old_asset_quantity,old_cash,new_best_asset,new_asset_quantity,SPY_price,SPY_return,VEU_price,VEU_return,AGG_price,AGG_return,portfolio_value,cash,return
2023-01-03 15:59:00-05:00,,0,,AGG,1031,382.42999267578125,0.0,50.13999938964844,0.0,96.98999786376953,0.0,100000.0,-1007.0712585449219,
2023-01-04 15:59:00-05:00,AGG,1031,,AGG,1031,,,,,,,100206.1968536377,-1007.0712585449219,0.002061968536376968
2023-01-05 15:59:00-05:00,AGG,1031,,VEU,1940,383.760009765625,0.007720189025949065,51.369998931884766,0.017227701621480573,98.0999984741211,0.005535064873315676,99659.76811218262,855.5675201416016,-0.005453043410610592
2023-01-06 15:59:00-05:00,VEU,1940,,VEU,1940,,,,,,,100338.76515197754,855.5675201416016,0.00681315090990986
2023-01-09 15:59:00-05:00,VEU,1940,,VEU,1940,388.0799865722656,0.0,52.18000030517578,0.0,99.08999633789062,0.0,102957.76959228516,855.5675201416016,0.026101621206327863
2023-01-10 15:59:00-05:00,VEU,1940,,VEU,1940,,,,,,,102666.76663208008,855.5675201416016,-0.0028264303059153395
2023-01-11 15:59:00-05:00,VEU,1940,,SPY,264,390.5799865722656,0.007012843096556365,52.650001525878906,0.0038131698766488142,98.95999908447266,-0.003825219120458412,103229.36840820312,-319.3544921875,0.005479882094068467
2023-01-12 15:59:00-05:00,SPY,264,,SPY,264,,,,,,,104401.52905273438,-319.3544921875,0.01135491442605896
2023-01-13 15:59:00-05:00,SPY,264,,VEU,1934,396.9599914550781,0.01633469481834826,53.560001373291016,0.017283947218212692,100.29000091552734,0.013439792273233442,103596.32421875,320.7212677001953,-0.007712577021526723
2023-01-17 15:59:00-05:00,VEU,1934,,VEU,1934,,,,,,,104640.67861175537,320.7212677001953,0.010080998538134933
2023-01-18 15:59:00-05:00,VEU,1934,,VEU,1934,397.7699890136719,0.0,53.939998626708984,0.0,99.73999786376953,0.0,105704.38451385498,320.7212677001953,0.010165319225864833
2023-01-19 15:59:00-05:00,VEU,1934,,VEU,1934,,,,,,,104021.79920196533,320.7212677001953,-0.015917838409712393
2023-01-20 15:59:00-05:00,VEU,1934,,AGG,1038,388.6400146484375,-0.022952898955181267,53.790000915527344,-0.0027808252688269475,100.5,0.0076198330911187995,104408.60067749023,432.142578125,0.0037184655379196574
2023-01-23 15:59:00-05:00,AGG,1038,,AGG,1038,,,,,,,104024.54574584961,432.142578125,-0.0036783840521619204
2023-01-24 15:59:00-05:00,AGG,1038,,AGG,1038,400.6300048828125,0.0,54.58000183105469,0.0,99.83999633789062,0.0,104066.05877685547,432.142578125,0.0003990695725533122
2023-01-25 15:59:00-05:00,AGG,1038,,AGG,1038,,,,,,,104502.02479553223,432.142578125,0.004189319974263528
2023-01-26 15:59:00-05:00,AGG,1038,,AGG,1038,400.3500061035156,-0.0006988961782300462,54.81999969482422,0.00439717581015131,100.4000015258789,0.005609026527735983,104574.68447875977,432.142578125,0.0006952945014195855
2023-01-27 15:59:00-05:00,AGG,1038,,AGG,1038,,,,,,,104190.62162780762,432.142578125,-0.003672617831614433
2023-01-30 15:59:00-05:00,AGG,1038,,AGG,1038,405.67999267578125,0.0,54.86000061035156,0.0,100.08000183105469,0.0,104128.3441619873,432.142578125,-0.0005977262141959594
2023-01-31 15:59:00-05:00,AGG,1038,,AGG,1038,,,,,,,104398.22637939453,432.142578125,0.0025918228084698125
2023-02-01 15:59:00-05:00,AGG,1038,,SPY,256,406.4800109863281,0.014703349315466685,54.5,0.004238060444007763,100.22000122070312,0.0041078416204616275,104429.36511230469,695.6072998046875,0.0002982687923931415
2023-02-02 15:59:00-05:00,SPY,256,,SPY,256,,,,,,,106899.76354980469,695.6072998046875,0.02365616639384238
2023-02-03 15:59:00-05:00,SPY,256,,SPY,256,416.7799987792969,0.02533946938245668,54.880001068115234,0.006972496662664751,100.79000091552734,0.00568748441310607,106062.64636230469,695.6072998046875,-0.007830860983242371
2023-02-06 15:59:00-05:00,SPY,256,,SPY,256,,,,,,,105601.84948730469,695.6072998046875,-0.004344572672889346
2023-02-07 15:59:00-05:00,SPY,256,,SPY,256,409.8299865722656,0.0,53.65999984741211,0.0,99.2699966430664,0.0,105366.32604980469,695.6072998046875,-0.002230296520784991
2023-02-08 15:59:00-05:00,SPY,256,,SPY,256,,,,,,,106456.88854980469,695.6072998046875,0.010350199545578809
2023-02-09 15:59:00-05:00,SPY,256,,VEU,1984,410.6499938964844,0.002000847549192608,53.81999969482422,0.002981734026594962,99.23999786376953,-0.0003021938179844641,106784.56823730469,-1402.9493408203125,0.003078050579570446
2023-02-10 15:59:00-05:00,VEU,1984,,VEU,1984,,,,,,,105217.21398925781,-1402.9493408203125,-0.014677722389285552
2023-02-13 15:59:00-05:00,VEU,1984,,VEU,1984,408.0400085449219,0.0,53.619998931884766,0.0,98.41999816894531,0.0,105177.53308105469,-1402.9493408203125,-0.0003771332341795386
2023-02-14 15:59:00-05:00,VEU,1984,,VEU,1984,,,,,,,105395.77429199219,-1402.9493408203125,0.0020749793662617755
2023-02-15 15:59:00-05:00,VEU,1984,,VEU,1984,412.6400146484375,-0.00046016987623753725,54.15999984741211,0.0009240295046490932,98.37000274658203,-0.003545365374729048,104641.85217285156,-1402.9493408203125,-0.007153248070951412
2023-02-16 15:59:00-05:00,VEU,1984,,VEU,1984,,,,,,,104661.68884277344,-1402.9493408203125,0.00018956726692009873
2023-02-17 15:59:00-05:00,VEU,1984,,AGG,1067,408.2799987792969,-0.010566148978196632,53.66999816894531,-0.009047298372365287,97.7699966430664,-0.006099482431258463,104403.77429199219,339.2655944824219,-0.0024642689567975218
2023-02-21 15:59:00-05:00,AGG,1067,,AGG,1067,,,,,,,104222.38624572754,339.2655944824219,-0.001737370583532294
2023-02-22 15:59:00-05:00,AGG,1067,,AGG,1067,399.0899963378906,0.0,52.95000076293945,0.0,97.08000183105469,0.0,104265.06722259521,339.2655944824219,0.00040951832331925786
2023-02-23 15:59:00-05:00,AGG,1067,,AGG,1067,,,,,,,104265.06722259521,339.2655944824219,0.0
2023-02-24 15:59:00-05:00,AGG,1067,,AGG,1067,400.6600036621094,0.0039339681240455615,52.91999816894531,-0.0005666212192982911,97.69000244140625,0.006283483712877569,104073.00689697266,339.2655944824219,-0.0018420390523753438
2023-02-27 15:59:00-05:00,AGG,1067,,AGG,1067,,,,,,,104275.73950195312,339.2655944824219,0.0019479845065029089
2023-02-28 15:59:00-05:00,AGG,1067,,AGG,1067,397.7300109863281,0.0,52.5,0.0,97.31999969482422,0.0,103827.59331512451,339.2655944824219,-0.004297703271816333
2023-03-01 15:59:00-05:00,AGG,1067,,AGG,1067,,,,,,,103656.87754821777,339.2655944824219,-0.0016442234810221112
2023-03-02 15:59:00-05:00,AGG,1067,,VEU,1959,394.739990234375,-0.007517714704349809,52.65999984741211,0.003047616141182985,96.5199966430664,-0.008220335535002676,103180.99522259521,646.934923675537,-0.004590938265540467
2023-03-03 15:59:00-05:00,VEU,1959,,VEU,1959,,,,,,,104513.11582043457,646.934923675537,0.012910522862912277
2023-03-06 15:59:00-05:00,VEU,1959,,VEU,1959,404.19000244140625,0.0,53.470001220703125,0.0,97.08000183105469,0.0,105218.35701611328,646.934923675537,0.006747872648734221
