datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-04 09:30:00-05:00,99690.59936523438,63.80126953125,-0.0030940063476562196
2023-01-05 09:30:00-05:00,99311.00158691406,63.80126953125,-0.0038077590137620687
2023-01-06 09:30:00-05:00,99542.3974609375,63.80126953125,0.002330012489310418
2023-01-07 09:30:00-05:00,99542.3974609375,63.80126953125,0.0
2023-01-09 09:30:00-05:00,101560.0,63.80126953125,0.020268775823429896
2023-01-10 09:30:00-05:00,100748.80126953125,63.80126953125,-0.00798738411253197
2023-01-11 09:30:00-05:00,102043.60412597656,63.80126953125,0.012851794166576225
2023-01-12 09:30:00-05:00,103198.00476074219,63.80126953125,0.0113128171496224
2023-01-13 09:30:00-05:00,102405.0,63.80126953125,-0.007684303224473332
2023-01-14 09:30:00-05:00,102405.0,63.80126953125,0.0
2023-01-17 09:30:00-05:00,103668.60412597656,63.80126953125,0.012339281538758406
2023-01-18 09:30:00-05:00,103806.40380859375,63.80126953125,0.0013292325461402577
2023-01-19 09:30:00-05:00,101297.3974609375,63.80126953125,-0.024170053634480437
2023-01-20 09:30:00-05:00,101489.80285644531,63.80126953125,0.0018994110444150447
2023-01-21 09:30:00-05:00,101489.80285644531,63.80126953125,0.0
2023-01-23 09:30:00-05:00,103211.00158691406,63.80126953125,0.016959326770033645
2023-01-24 09:30:00-05:00,103772.6025390625,63.80126953125,0.005441289625268464
2023-01-25 09:30:00-05:00,103010.80444335938,63.80126953125,-0.007341032961145633
2023-01-26 09:30:00-05:00,104877.6025390625,63.80126953125,0.01812235236673243
2023-01-27 09:30:00-05:00,105015.40222167969,63.80126953125,0.0013139095410372725
2023-01-28 09:30:00-05:00,105015.40222167969,63.80126953125,0.0
2023-01-30 09:30:00-05:00,104791.79809570312,63.80126953125,-0.0021292507693733143
2023-01-31 09:30:00-05:00,104357.6025390625,63.80126953125,-0.004143411646053474
2023-02-01 09:30:00-05:00,105418.39904785156,63.80126953125,0.010165014172225595
2023-02-02 09:30:00-05:00,107927.3974609375,63.80126953125,0.02380038433278675
2023-02-03 09:30:00-05:00,107077.20031738281,63.80126953125,-0.007877491383616486
2023-02-04 09:30:00-05:00,107077.20031738281,63.80126953125,0.0
2023-02-06 09:30:00-05:00,106609.20349121094,63.80126953125,-0.004370648698179491
2023-02-07 09:30:00-05:00,106370.0,63.80126953125,-0.002243741472382932
2023-02-08 09:30:00-05:00,107477.6025390625,63.80126953125,0.010412734220762498
2023-02-09 09:30:00-05:00,107810.40222167969,63.80126953125,0.0030964561430018023
2023-02-10 09:30:00-05:00,105587.3974609375,63.80126953125,-0.02061957580096252
2023-02-11 09:30:00-05:00,105587.3974609375,63.80126953125,0.0
2023-02-13 09:30:00-05:00,106331.00158691406,63.80126953125,0.007042546211555756
2023-02-14 09:30:00-05:00,106986.19873046875,63.80126953125,0.006161863744122975
2023-02-15 09:30:00-05:00,106754.80285644531,63.80126953125,-0.0021628572355055775
2023-02-16 09:30:00-05:00,106349.20349121094,63.80126953125,-0.0037993547304826514
2023-02-17 09:30:00-05:00,105639.40063476562,63.80126953125,-0.006674265844444971
2023-02-18 09:30:00-05:00,105639.40063476562,63.80126953125,0.0
2023-02-21 09:30:00-05:00,104859.40063476562,63.80126953125,-0.007383608722816848
2023-02-22 09:30:00-05:00,103938.99841308594,63.80126953125,-0.008777488867073857
2023-02-23 09:30:00-05:00,104469.40063476562,63.80126953125,0.005103014554476593
2023-02-24 09:30:00-05:00,102873.00476074219,63.80126953125,-0.015280990072916945
2023-02-25 09:30:00-05:00,102873.00476074219,63.80126953125,0.0
2023-02-27 09:30:00-05:00,104030.0,63.80126953125,0.011246830419201936
2023-02-28 09:30:00-05:00,103343.60412597656,63.80126953125,-0.006598057041463434
2023-03-01 09:30:00-05:00,102870.40222167969,63.80126953125,-0.004578918146884381
2023-03-02 09:30:00-05:00,102160.59936523438,63.80126953125,-0.006899971625616175
2023-03-03 09:30:00-05:00,103988.39904785156,63.80126953125,0.017891434603693135
2023-03-04 09:30:00-05:00,103988.39904785156,63.80126953125,0.0
2023-03-06 09:30:00-05:00,105376.79809570312,63.80126953125,0.013351480170520569
